"jvm","mode","gcc","gc","benchmark","category","cpu","ti","ipc","tbr","tbrpti","brmps","tbmr","bmr","tl1dl","tl1dlpti","l1dlmps","tl1dlmr","l1dlmr","tl2dl","tl2dlpti","l2dlmps","tl2dlmr","l2dlmr","tpf","tpfpti","pfmr","pfkps","to","topti","rtp","tc","meanA","stdA","minA","maxA","samplesA","meanV","stdV","minV","maxV","samplesV","meanW","stdW","minW","maxW","samplesW","C","Ah","energyJ","energyWh","l1dlmrps","l2dlmrps"
"j10","INT","GCC5","G1GC","finagle-chirper","web",3.48785,1069861054765.35,0.693,150954085710.45,14.1096920906767,141.9389,17877376137.3,11.841,470080642357.9,43.9384715738828,442.01125,16766775622.05,3.5665,37305668130.7,3.48696654505046,35.06125,4308185033.5,11.58,245213.05,2.29206214303157e-05,0.00568776484393324,0.23035,411520658566.3,38.46486979039,304.95352868715,1063575.90378085,0.907826,0.146361,0.45918,1.61823,684587234,4.97075,0.030229,4.79763,5.09159,684587234,4.50829,0.703471,2.32336,7.81877,684587234,310.743,0.0863175,1543.16,0.428655,15.76433123125,4.06009275
"j10","INT","GCC5","G1GC","finagle-http","web",3.54685,566377775356.2,0.577,80214675353.85,14.1627540697453,117.1359,11260020299.6,14.0365,261281629082.55,46.1320087491593,381.54435,10287118221.85,3.936,26164697147.7,4.61979063603014,38.1925,2883505763.35,11.044,116102.3,2.05023474822726e-05,0.00403241097209657,0.16955,198716773772.1,35.0854465450652,193.1072808353,684843.7829091,0.892288,0.141324,0.458846,1.63858,431673782,4.97408,0.0293468,4.79763,5.08932,431673782,4.43431,0.679927,2.31827,7.9022,431673782,192.589,0.0534968,957.088,0.265858,15.017585616,4.2179797
"j10","INT","GCC5","G1GC","fj-kmeans","concurrency",3.79565,2954143757037.75,1.0855,382505063617.75,12.9480887946498,209.2839,17016724030.9,4.449,1343129950723.95,45.4659703716512,734.95585,16285868189.9,1.2115,25743355618.65,0.871439009104296,13.83645,851842322.1,3.622,387411.95,1.31141879196326e-05,0.0455174060956171,0.21205,1202765387077.4,40.7145018245947,483.07238019445,1833863.48596405,0.918014,0.181853,0.494869,1.7243,1276063902,4.969,0.0372109,4.7806,5.08024,1276063902,4.55496,0.871751,2.49889,8.29211,1276063902,585.722,0.162701,2906.21,0.807281,8.90399012275,0.501156219
"j10","INT","GCC5","G1GC","future-genetic","functional",1.9802,351031244105.65,0.8235,45553933959.05,12.9771589573948,156.394,4644599914.15,10.196,157478505292.7,44.8616214892534,540.65095,5915803407.3,3.7555,11269992490.8,3.21058409758939,38.6618,257624175.4,2.2975,166783.85,4.75273156119986e-05,0.0646541659552184,0.57215,136728812363.1,38.9506354557625,147.11287941695,291313.3062417,0.79727,0.0526172,0.506876,1.55386,294245401,4.99368,0.0126901,4.81806,5.07456,294245401,3.9808,0.25418,2.55549,7.53067,294245401,117.297,0.0325824,585.666,0.162685,20.30414642725,0.888254855
"j10","INT","GCC5","G1GC","gauss-mix","apache",1.8898,2162010098639.85,0.8365,263376361532.45,12.1820139868969,151.65715,31612626290.55,12.003,957080124277.2,44.268070612652,551.10715,21192585827,2.213,41745437498.85,1.93085467658904,23.9446,475559941.4,1.175,359104.55,1.66097531728426e-05,0.0756792750812151,0.2068,899808175331.35,41.6190607238621,919.3869961925,1737315.4466016,0.777773,0.0532133,0.484195,1.56587,1800252810,4.99747,0.0125048,4.82033,5.08364,1800252810,3.88639,0.258185,2.44554,7.56576,1800252810,700.094,0.19447,3498.24,0.971733,12.1960012295,0.28134905
"j10","INT","GCC5","G1GC","log-regression","apache",1.76515,1088716107692.65,0.8595,170510094494.55,15.6615756046734,198.9261,12288613799.7,7.206,501564932630.05,46.0693959535922,585.15265,10151641126.9,2.0235,24868475121.15,2.28420012213058,28.9994,383970815.05,1.552,418530.7,3.84425356740245e-05,0.108887853131385,0.48825,391772605446.9,35.9848283196038,485.69746475325,857190.2884751,0.767063,0.0698755,0.483528,1.47881,1005613697,4.99951,0.015509,4.83168,5.08591,1005613697,3.83401,0.339487,2.44052,7.1871,1005613697,385.684,0.107135,1927.77,0.535491,11.84056387275,0.450070688
"j10","INT","GCC5","G1GC","mnemonics","functional",1.0036,950240941815.55,0.6475,135675180109.8,14.2779862423605,137.8348,24790286976.9,18.27,464156479972.6,48.8462193958886,471.5493,23880936217.55,5.145,27906645569.15,2.9368122266196,28.34145,127973187.3,0.4605,290768.75,3.0599535476093e-05,0.226819613422176,0.29525,322502636164,33.9389821351313,980.88233260195,984370.92986245,0.680828,0.0405046,0.521218,1.34673,1971978196,5.01687,0.0102742,4.86005,5.07343,1971978196,3.41535,0.197301,2.62898,6.57575,1971978196,671.289,0.186469,3367.5,0.935415,24.261211485,0.13051237725
"j10","INT","GCC5","G1GC","movie-lens","apache",3.00205,2930109311994.85,0.6925,457407861535.7,15.6106053330932,160.46325,65569351400.55,14.3345,1448313612909.45,49.4286483072751,508.0842,31845452247.75,2.199,63706924318.8,2.17420432468467,22.33275,1509905881.25,2.3835,517570.6,1.7663867214105e-05,0.0342843782721529,0.1815,960680913230.9,32.786542034947,949.6821735809,2850816.3500767,0.878052,0.153977,0.486197,1.63424,1981950943,4.97669,0.0317666,4.79536,5.08364,1981950943,4.36504,0.741501,2.45454,7.88871,1981950943,870.128,0.241702,4325.65,1.20157,11.172771558,0.53230109625
"j10","INT","GCC5","G1GC","naive-bayes","apache",3.33255,11465690175741.4,0.7505,1695953201106.5,14.7915497431754,165.13765,189350910416.7,11.1635,5289522127042.15,46.1334845858814,515.0507,158690320223.5,3,396072032455.45,3.4544233609706,38.5521,1938011295.35,0.4895,573620.65,5.00292769481245e-06,0.0296952026296972,0.0558,4084142815137.3,35.6205423099726,3081.9736475157,10270406.1887869,0.887698,0.164792,0.483862,1.66926,6884361829,4.97415,0.0340205,4.78628,5.08364,6884361829,4.41006,0.792658,2.44331,8.03314,6884361829,3055.62,0.848782,15180.2,4.21673,15.451521,0.1887125295
"j10","INT","GCC5","G1GC","neo4j-analytics","database",1.51565,6389859242886.25,0.741,908427996055.65,14.2167434822039,156.37645,109659245306.1,12.0695,2889328759841.3,45.2172715798197,497.37095,113300321143.95,3.9195,197042371197.9,3.08359950115663,33.89885,9221111154.8,4.6935,601456.65,9.41391912704395e-06,0.00653280032079199,0.10355,2395060115791.4,37.4823854368198,3833.05199297105,5809598.7633805,0.741207,0.0931707,0.485196,1.775,7904799054,5.00449,0.0198862,4.77379,5.08364,7904799054,3.70766,0.450431,2.45114,8.5198,7904799054,2929.54,0.813762,14654.1,4.0706,19.49445438525,1.59104252475
"j10","INT","GCC5","G1GC","page-rank","apache",3.04985,5473443002688.75,0.7185,817326171164.9,14.932515868044,159.4342,98372156174.6,12.0365,2502831401220.65,45.7270710164043,488.22665,88689929436.55,3.5425,193059389407.6,3.52724536838652,37.6543,5348986575.3,2.773,570506.65,1.0423468797161e-05,0.0106744815360929,0.11135,1960226040895.6,35.8131677471652,1680.9605534719,5126480.8374205,0.865126,0.164835,0.485196,1.76866,3840943392,4.97828,0.0342667,4.77379,5.08364,3840943392,4.30133,0.792448,2.45169,8.48537,3840943392,1661.45,0.461514,8260.58,2.2946,17.29542907625,1.044153739
"j10","INT","GCC5","G1GC","par-mnemonics","functional",1.2416,950284486997.9,0.6385,135743032236.1,14.2844638095902,135.5438,24804245620.6,18.272,464322073280.05,48.8613803375223,463.6424,23801249944.9,5.1255,35265346133.7,3.71103133658926,35.20825,145635762,0.414,352296.45,3.70727703083143e-05,0.242203729618696,0.3518,314954035348.05,33.1431245162982,806.6215759905,1001488.0599225,0.706301,0.0593957,0.540897,1.4618,1667251953,5.01046,0.0137038,4.83168,5.06435,1667251953,3.53823,0.288477,2.72087,7.10277,1667251953,588.791,0.163553,2949.56,0.819322,23.763991212,0.145762155
"j10","INT","GCC5","G1GC","philosophers","scala",3.05775,1337735044385.7,0.651,205869171112.8,15.3893807218647,146.8342,25146279683.55,12.2145,591682320701.65,44.2299130039158,422.0093,31357275065.7,5.298,79763594280.6,5.96186506205886,56.8573,2145148095,2.6925,211348.6,1.58168630866251e-05,0.00986984138978616,0.15095,460419958290.65,34.4188412121607,458.58331174375,1402204.31550155,0.908462,0.125787,0.494869,1.61089,913809781,4.96962,0.0261628,4.80217,5.0791,913809781,4.51157,0.604196,2.4972,7.78149,913809781,415.081,0.1153,2061.36,0.572599,22.358052714,1.5308828025
"j10","INT","GCC5","G1GC","reactors","concurrency",2.1801,3904043636464.6,0.673,534965106336.45,13.7029155677608,136.75875,77648320781.35,14.514,1790138324946.8,45.853753457453,457.6371,80057008515.3,4.473,162711714096.9,4.16807983779908,41.58115,6240053501.65,3.838,590432.35,1.51239066403699e-05,0.00948618452775983,0.15095,1416228491084.45,36.2752511369871,1794.3845099034,3911913.7894451,0.805169,0.15459,0.506543,1.63191,3688399104,4.99061,0.0322348,4.79649,5.07002,3688399104,4.01344,0.743324,2.55496,7.88115,3688399104,1484.89,0.41247,7401.58,2.056,20.470107483,1.595884537
"j10","INT","GCC5","G1GC","rx-scrabble","functional",1.07765,110035643199.25,0.7145,16779464495.9,15.2491153936258,160.50685,2304208271.4,13.7305,53187091604.8,48.3362372827564,508.76825,1697839121.25,3.1925,2712020176.7,2.46467420210203,25.9355,44082923.5,1.6285,58089.1,5.27911771003211e-05,0.131840547279933,0.5558,37357066921.85,33.9499731215158,97.01465227545,104544.5959659,0.687267,0.0589813,0.536895,1.52151,194866918,5.01485,0.0134661,4.83281,5.0757,194866918,3.4459,0.285698,2.7041,7.39114,194866918,66.9628,0.0186008,335.746,0.0932627,16.24242638125,0.4223596175
"j10","INT","GCC5","G1GC","scala-doku","scala",1.0038,986933270009.05,1.048,118409915193.1,11.99776295062,186.42485,6558079948.2,5.5375,410537215779.3,41.5972614605909,646.3525,7269099981.7,1.7725,10831597639.55,1.09750016895972,16.98395,513031049.65,5.1385,347378.15,3.51977344851206e-05,0.0694230361174623,0.54695,447154541397.1,45.3074754198294,633.11853103785,635544.21455035,0.687831,0.0402605,0.536561,1.40944,1247459568,5.015,0.0102453,4.85665,5.07002,1247459568,3.4492,0.196066,2.70454,6.86593,1247459568,429.02,0.119172,2151.37,0.597603,11.4565980625,0.87272027075
"j10","INT","GCC5","G1GC","scala-kmeans","scala",1.0032,232879310900.2,1.0055,36541503824.4,15.6911764583866,234.67145,1904402946.45,5.211,93799631545.65,40.2782236466379,602.37605,2590527672.2,2.762,4221609984.1,1.81278393628906,27.08315,26079505.65,0.6275,45661.05,1.9607173014285e-05,0.174609457761977,0.29325,98316565546.05,42.2178159586864,155.2382085948,155742.4545249,0.689375,0.0401721,0.539563,1.35474,315597550,5.01488,0.0102189,4.86119,5.07002,315597550,3.45687,0.195613,2.71784,6.61465,315597550,108.783,0.0302174,545.489,0.151525,16.637626501,0.16994676625
"j10","INT","GCC5","G1GC","scala-stm-bench7","scala",1.3565,258557911291.5,0.7125,38782207618.55,14.9994156214323,158.1129,4319737084.2,11.1375,113246138170.85,43.7991183066154,461.70315,6040042850.25,5.334,11907528759.55,4.60532694812949,48.527,152781545.7,1.2845,112655.9,4.35708777034871e-05,0.0738977759960508,0.45915,94622036742.55,36.5961391238228,180.83015068035,245294.65439635,0.720917,0.110588,0.507877,1.60122,364687626,5.00732,0.023312,4.79876,5.07456,364687626,3.60743,0.532489,2.56515,7.72568,364687626,131.455,0.0365152,657.793,0.18272,24.627246021,0.623329315
"j10","INT","GCC5","G1GC","scrabble","functional",2.5393,307992618591.1,0.676,45349515889.25,14.7242125337484,147.07095,6455037231.4,14.234,146312995796.4,47.5053314129585,474.50185,6498458944.8,4.4405,13607557112.6,4.41819369941183,44.1164,107440274.05,0.79,203165,6.59759257542651e-05,0.189081824421908,0.6588,102722549792.85,33.3522623538812,121.7600183438,308369.6133735,0.835461,0.135966,0.539563,1.60756,250743067,4.98462,0.0281852,4.80217,5.07456,250743067,4.16077,0.654622,2.71936,7.75576,250743067,104.743,0.0290953,521.642,0.144901,21.07025464925,0.34851956
"j10","INT","GCC5","PGC","akka-uct","concurrency",3.8554,5470036860655.65,0.805,781204419082.95,14.2815187620206,169.73935,73854446105.3,9.455,2540922250147.05,46.4516314638311,552.0916,63340426264.15,2.492,135235507937.5,2.47225683353547,29.3624,5717362005.3,4.2505,587106.5,1.07333416805314e-05,0.0102816955039511,0.1275,2012674683488.15,36.7945929406128,1193.86914358845,4602753.3999028,0.90464,0.159889,0.477858,1.64225,2960964366,4.97176,0.0328297,4.79195,5.0791,2960964366,4.49254,0.76834,2.42655,7.91472,2960964366,1339.3,0.372029,6651.12,1.84753,13.758122672,1.248048812
"j10","INT","GCC5","PGC","chi-square","apache",1.2915,1475423673106.9,0.6855,208448181963.7,14.1280198484418,143.95455,32711227267.1,15.693,685445707540.55,46.4575493394029,473.37645,32075262813.3,4.6785,51092127456.85,3.46287712073885,35.2641,529633819.1,1.0345,255331.2,1.73055926505108e-05,0.050207934665305,0.1764,530437656145.8,35.9515536914165,1121.24822328675,1448086.42656855,0.709212,0.0646248,0.485863,1.4618,2248663775,5.01171,0.014491,4.84076,5.08364,2248663775,3.55358,0.314276,2.4546,7.10945,2248663775,797.389,0.221497,3995.41,1.10984,22.14691721325,0.3648071145
"j10","INT","GCC5","PGC","db-shootout","database",1.94625,5268605917971.7,0.79,730573960703.45,13.8664918151943,162.01945,90482063262.7,12.3875,2428884197924.65,46.1009750050601,538.6565,65711541938.4,2.7035,117520898248.75,2.2300855615203,25.9982,806090240.8,0.694,964115.9,1.83121987671138e-05,0.119933171144696,0.21395,1991626861094.85,37.8024476182253,2317.20052563605,4510027.5560795,0.774607,0.156852,0.481861,1.71463,5028287296,4.99838,0.0323284,4.78514,5.08705,5028287296,3.86686,0.755224,2.4332,8.24983,5028287296,1947.47,0.540965,9721.84,2.70051,14.5625784775,0.180427508
"j10","INT","GCC5","PGC","dec-tree","apache",2.365,1177935513703.4,0.7015,169642091699.9,14.4016424201354,149.9188,21630265539.05,12.7495,548205732643.6,46.5395327473088,484.47235,22026259727.2,4.018,48693086144.95,4.13375836455628,43.02245,462356642.1,0.9515,234742.05,1.99282691935212e-05,0.0507343401815724,0.2075,411394603214.95,34.9250664679996,478.50881648785,1131590.68750375,0.828656,0.109649,0.485863,1.59889,953973623,4.98698,0.0231427,4.80671,5.08364,953973623,4.13011,0.529273,2.45562,7.72712,953973623,395.258,0.109794,1970.01,0.547224,19.466099023,0.40935861175
"j10","INT","GCC5","PGC","dotty","scala",1.0029,404462221072,0.7085,60290090786.5,14.9062354352921,155.9792,7150040139.55,11.8595,183707446977.95,45.4201759296172,475.27895,7168488761.65,3.9015,13871544661.6,3.4296291836306,35.87975,850852234.7,6.1425,164021.8,4.0553059912662e-05,0.0192816308314138,0.4243,146593138645.95,36.2439594514601,385.35529736775,386535.9890802,0.682823,0.041463,0.568581,1.40176,763324984,5.01663,0.0104292,4.86005,5.06548,763324984,3.42519,0.202011,2.86142,6.83492,763324984,260.608,0.0723911,1307.26,0.363129,18.54300823425,2.20391364375
"j10","INT","GCC5","PGC","finagle-chirper","web",3.49035,1069847781543.65,0.696,150414095130.05,14.0593983990429,142.22275,17734050043.25,11.7895,469683864426.95,43.9019492223913,444.10875,16553839926.75,3.5245,37351177143.15,3.49127841720028,35.2977,4401410666.1,11.8275,155896.85,1.45718713090063e-05,0.0035426795063429,0.14745,412398644843.5,38.5473739613655,303.0226296372,1057663.27290475,0.915915,0.145932,0.489865,1.63724,664322277,4.96914,0.0301382,4.79309,5.08364,664322277,4.54705,0.701414,2.46917,7.90506,664322277,304.231,0.0845087,1510.35,0.419542,15.65261289375,4.1748354675
"j10","INT","GCC5","PGC","finagle-http","web",3.566,567645431922.95,0.577,79590610840.3,14.0211939158705,115.9158,11086499546.5,13.9275,260901189520.3,45.9619507962329,379.9767,10029747749.4,3.8445,26304369876.5,4.63402131607178,38.30285,2869866733.35,10.9195,151985.7,2.67751002964246e-05,0.00531169372592185,0.2213,200849261685.85,35.3828339718248,192.5597378791,686642.6005562,0.91524,0.133512,0.458513,1.63091,414710944,4.96929,0.0278045,4.78968,5.08818,414710944,4.54453,0.64214,2.31947,7.86247,414710944,189.78,0.0527167,942.332,0.261759,14.6082042315,4.18247970575
"j10","INT","GCC5","PGC","fj-kmeans","concurrency",3.81155,2950810709278.25,0.99,381711645335.35,12.9358218906108,190.7915,27226896036.05,7.1315,1383575833431.45,46.8879924977548,691.5196,15748977255.35,1.133,26877539052.4,0.910847989256788,13.1762,779260668.9,3.4245,187843.75,6.36583529698281e-06,0.0241304491564215,0.0939,1158645691459.05,39.2653376223776,525.96092285835,2005021.36125595,0.904523,0.170907,0.493201,1.67627,1336001694,4.97172,0.0350228,4.78741,5.0791,1336001694,4.49117,0.820421,2.48822,8.06934,1336001694,604.222,0.167839,3000.11,0.833363,7.834917068,0.451218969
"j10","INT","GCC5","PGC","future-genetic","functional",1.9804,350981655620.9,0.822,45245304124.6,12.8910340243306,155.3124,4559031948.8,10.074,157068518535.75,44.7510861868962,539.17675,5998247571.65,3.8175,11559182512.7,3.2933088186166,39.59905,256410715.1,2.2425,142026.6,4.04656681178314e-05,0.0554116965599495,0.4876,137108650447.85,39.0645709701565,147.14386663195,291402.10116115,0.801498,0.0522446,0.513213,1.50783,291215803,4.9927,0.0126266,4.83054,5.07456,291215803,4.00113,0.25221,2.58796,7.31625,291215803,116.704,0.0324179,582.597,0.161832,20.58307243125,0.88800869625
"j10","INT","GCC5","PGC","gauss-mix","apache",1.8894,2158822146925.05,0.84,263834669319.7,12.2212319404877,152.79805,31857309558.7,12.074,955950021586,44.2810907525311,553.63305,20549832476.2,2.1495,40747819893.8,1.88750012126989,23.5441,455127316.9,1.1425,194905.95,9.02834680248333e-06,0.0429348810590757,0.11285,898289636125.55,41.6101771857113,914.1570093943,1727091.4846183,0.772567,0.0592575,0.483862,1.46947,1829273072,4.9987,0.0135664,4.83395,5.08478,1829273072,3.86118,0.287965,2.44001,7.13838,1829273072,706.618,0.196283,3531.58,0.980994,11.90034240975,0.2689913425
"j10","INT","GCC5","PGC","log-regression","apache",1.75905,1088956446222.7,0.859,170508242508.45,15.6579482162753,199.2332,12257909546.35,7.1895,501635993793.3,46.0657525032036,586.1449,9936435086.15,1.9815,24565782039.4,2.25590021420546,28.69805,386181692.5,1.5755,365829.3,3.35944811928998e-05,0.0947008867153993,0.42755,392246427881.55,36.0203990663156,486.64423104365,855853.3239477,0.760868,0.0705305,0.484195,1.48048,995387083,5.00087,0.0156325,4.83168,5.08591,995387083,3.80405,0.342804,2.44664,7.18386,995387083,378.679,0.105189,1893.25,0.525903,11.6144611935,0.45213777775
"j10","INT","GCC5","PGC","mnemonics","functional",1.0012,942952639684.9,0.643,133756303072,14.1848393972877,135.56345,25088951504.85,18.7555,463194307446.6,49.1216988282424,469.46255,24456627160.85,5.279,28939432229,3.06902643718036,29.3065,92478259.3,0.3205,197875.8,2.09847011990351e-05,0.214413543001499,0.2005,317062596937.3,33.6244353372895,985.34819177965,986749.74846005,0.679313,0.0391432,0.536895,1.35073,1977753889,5.0173,0.0100583,4.86005,5.06548,1977753889,3.40806,0.190836,2.70683,6.60133,1977753889,671.757,0.186599,3370.15,0.936154,24.7829280145,0.0939273325
"j10","INT","GCC5","PGC","movie-lens","apache",3.00735,2926383204692.4,0.6935,455805480845.6,15.5757281684321,160.80715,65064393387.95,14.2735,1445754483477.75,49.4041445555661,510.0597,31629848270.8,2.187,63594955220.7,2.17316287214914,22.42645,1477983914.1,2.3335,224144.75,7.65947769260261e-06,0.0151707339072163,0.07915,961228285148.35,32.8469644038526,942.63896055825,2834615.6326398,0.87426,0.155994,0.462182,1.64792,1958280041,4.97741,0.0321827,4.79649,5.08591,1958280041,4.34667,0.75141,2.33278,7.94163,1958280041,856.023,0.237784,4256,1.18222,11.155005639,0.52332121075
"j10","INT","GCC5","PGC","naive-bayes","apache",3.33765,11442555551176.5,0.745,1692294918179.8,14.789489221387,164.00945,195256318652.25,11.5375,5296117898939.45,46.2844074779802,513.2782,158752424236.9,2.9975,400704656337.35,3.5019021415766,38.808,1776534924.1,0.444,725482.5,6.34021967865323e-06,0.0409959997053463,0.07035,4053438077719.9,35.4242011590562,3091.90203344255,10319369.0687987,0.892185,0.164268,0.481861,1.65526,7027774630,4.97358,0.0338813,4.78741,5.08591,7027774630,4.43191,0.790234,2.43156,7.98022,7027774630,3135.04,0.870844,15573.2,4.3259,15.385514045,0.17230752
