"jvm","mode","gcc","gc","benchmark","category","cpu","ti","ipc","tbr","tbrpti","brmps","tbmr","bmr","tl1dl","tl1dlpti","l1dlmps","tl1dlmr","l1dlmr","tl2dl","tl2dlpti","l2dlmps","tl2dlmr","l2dlmr","tpf","tpfpti","pfmr","pfkps","to","topti","rtp","tc","meanA","stdA","minA","maxA","samplesA","meanV","stdV","minV","maxV","samplesV","meanW","stdW","minW","maxW","samplesW","C","Ah","energyJ","energyWh","l1dlmrps","l2dlmrps"
"j12","INT","GCC7","G1GC","finagle-chirper","web",3.48576666666667,1019803907847.9,0.677,140397771112.933,13.7671326998295,135.154266666667,17484786997.3667,12.4533333333333,448602644107.6,43.9891023385581,431.844366666667,16383064971.4667,3.65066666666667,36568716908.1667,3.58585211518744,35.1958333333333,4298652454.63333,11.7666666666667,192473.8,1.88731128331559e-05,0.0044662766020232,0.185033333333333,394234775719.2,38.6579128464249,298.037631202767,1038862.51480543,0.972608,0.118018,0.503541,1.64959,597961759,4.95903,0.0241844,4.80671,5.07797,597961759,4.82054,0.567007,2.5381,7.98337,597961759,290.791,0.0807753,1441.25,0.400347,15.7651983457778,4.14137638888889
"j12","INT","GCC7","G1GC","finagle-http","web",3.51423333333333,528141068166.133,0.557666666666667,72282318485.8,13.6861708161485,108.976,10776205514.0667,14.9086666666667,244001450168.133,46.2000302443519,367.8675,9655871744.46667,3.957,24509564025.3333,4.64071185814922,36.9473666666667,2995958677.26667,12.2393333333333,120242.333333333,2.27678903125592e-05,0.00400970346857693,0.181266666666667,187347735486.867,35.4730870813504,188.766856602267,663306.013630367,0.948785,0.110641,0.505208,1.65025,382925403,4.9637,0.0227889,4.80671,5.08137,382925403,4.70717,0.53218,2.54766,7.98472,382925403,181.657,0.0504603,901.248,0.250347,14.556516975,4.52211136422222
"j12","INT","GCC7","G1GC","fj-kmeans","concurrency",3.79363333333333,2841114183999.27,1.07133333333333,352719543062.5,12.4148312147316,197.9857,17994830058.6,5.10066666666667,1299839319984.47,45.7510401589055,729.625466666667,14583416562.3667,1.122,24916406127.6667,0.876992134996931,13.9079333333333,839562770.2,3.69233333333333,386664.133333333,1.3609594805528e-05,0.0460901618545537,0.217133333333333,1163638914824.63,40.957136491366,469.784256808833,1782224.06243703,0.910546,0.182541,0.48653,1.74798,1205911567,4.97157,0.0369924,4.78741,5.08364,1205911567,4.52029,0.876025,2.45512,8.41827,1205911567,549.019,0.152505,2725.54,0.757094,8.186397736,0.513527258444444
"j12","INT","GCC7","G1GC","future-genetic","functional",1.98356666666667,331579735272.233,0.805666666666667,42142331198.4333,12.7095757880906,150.094933333333,4214744920.56667,10,147852247562.233,44.590278867148,526.595733333333,6056143357.6,4.096,11485070955.7,3.46380567699395,40.8511,268109224.766667,2.35766666666667,155942.333333333,4.70238227664498e-05,0.0579991717386517,0.555033333333333,130100085555.867,39.2363396677675,141.5737707753,280828.404619433,0.801066,0.0548479,0.501873,1.53451,276121570,4.99392,0.0117167,4.83168,5.08137,276121570,4.00001,0.266544,2.53198,7.45782,276121570,110.596,0.0307211,552.244,0.153401,21.5693612373333,0.963132767666667
"j12","INT","GCC7","G1GC","gauss-mix","apache",1.88516666666667,2069436467318.13,0.822,244994492486.567,11.8387036965742,144.6672,30203077338.8,12.3266666666667,919668950109.433,44.4405463308586,543.086366666667,22536350502.2,2.44966666666667,43241896686.1667,2.08953782732149,25.4451,473016445.6,1.12466666666667,359584.066666667,1.73759408177572e-05,0.0762852941753779,0.2123,861531128035.967,41.6312121452457,898.689441363167,1694034.8454848,0.777834,0.0571933,0.476857,1.51684,1799056613,4.99892,0.0119961,4.84076,5.08705,1799056613,3.88784,0.279069,2.40848,7.38051,1799056613,699.684,0.194357,3497.22,0.97145,13.3038056954444,0.286172558
"j12","INT","GCC7","G1GC","log-regression","apache",1.7562,1014078252028.5,0.854,155454783919.9,15.3296615198863,193.491166666667,10615214576.2333,6.82833333333333,463693309328.033,45.7255877410319,577.144066666667,10830791316.0333,2.33433333333333,24172218632.8333,2.38365647671944,30.0542333333333,388428924.966667,1.61666666666667,346537.133333333,3.41723252397927e-05,0.0892065732424269,0.431466666666667,370757940147.733,36.5610942623623,457.68977197,803592.246045033,0.764891,0.0731083,0.477191,1.49849,925718045,5.00169,0.0150851,4.84076,5.08591,925718045,3.82483,0.356443,2.40962,7.29295,925718045,354.037,0.0983435,1770.36,0.491766,13.4724663295556,0.485876772222222
"j12","INT","GCC7","G1GC","mnemonics","functional",1.003,919613977145.767,0.63,127767172466.2,13.8935565847903,130.4286,24488101707.9667,19.1653333333333,452209379189.967,49.1738170032218,461.633733333333,25435967150.1,5.62366666666667,29299596013.9333,3.18606749548204,29.8992,129063653.166667,0.440666666666667,297836.533333333,3.23874135581233e-05,0.231391392205196,0.304066666666667,310337829475.667,33.7465589165059,976.5925019658,979646.909662933,0.68126,0.0432957,0.531892,1.55486,1942929496,5.0188,0.00923595,4.83054,5.07456,1942929496,3.41889,0.21271,2.6804,7.5567,1942929496,661.82,0.183839,3321.33,0.922592,25.9607423835556,0.131755808
"j12","INT","GCC7","G1GC","movie-lens","apache",3.0054,2815587199113.8,0.660333333333333,429248555517.733,15.2454362714601,149.2024,69866072207,16.2756666666667,1394165876702.97,49.5159886229307,484.592966666667,32399170166.2667,2.32366666666667,64112682142.2333,2.27706162703304,22.2816,1565039410.46667,2.44666666666667,516863.066666667,1.8357218658521e-05,0.0330374486284969,0.1797,928060084750.867,32.9615134785762,957.427054485033,2877188.48746033,0.886652,0.152299,0.477191,1.68894,1932028355,4.97773,0.03074,4.7999,5.08705,1932028355,4.40903,0.734582,2.41016,8.15912,1932028355,856.518,0.237922,4259.19,1.18311,11.2603252354444,0.54515648
"j12","INT","GCC7","G1GC","naive-bayes","apache",3.31146666666667,10281064316938,0.74,1506550632410.57,14.6536442623151,161.6276,159927065193.2,10.6143333333333,4732106900565.07,46.0274088512801,507.671366666667,164752495255.933,3.48066666666667,385925021445.433,3.75375493083818,41.3831333333333,1978404774.66667,0.513,592168.6,5.75979455580547e-06,0.0300131543333733,0.0635333333333333,3656481762516.93,35.5651919555666,2815.32143554307,9322248.50898183,0.951195,0.153174,0.473522,1.6736,5656940977,4.96508,0.0309574,4.80217,5.08818,5656940977,4.71822,0.737652,2.39056,8.09389,5656940977,2690.43,0.747341,13345.4,3.70704,17.6703480357778,0.212295474
"j12","INT","GCC7","G1GC","neo4j-analytics","database",1.52688,6174065635528.76,0.7196,855624517666.52,13.8585916201262,148.14352,110124845554.96,12.87,2792781875452.52,45.2343043544956,483.5426,111752132628.64,4.0016,193594754326.48,3.1360870572914,33.51612,8991583642.2,4.6488,596229.44,9.65829109516541e-06,0.00664349084616405,0.10336,2332064488083.24,37.7710169680868,3782.79996017364,5775724.6749178,0.739396,0.0920454,0.473522,1.65792,7468726048,5.00841,0.0185964,4.81011,5.08705,7468726048,3.70168,0.446694,2.40023,8.01996,7468726048,2761.17,0.766993,13823.4,3.83984,19.3494406816,1.55809738656
"j12","INT","GCC7","G1GC","page-rank","apache",3.0224,5287165438261.8,0.7016,762946545740.24,14.4300626486587,150.21208,97825562402.48,12.8236,2438300570175.8,46.1180515140758,480.06908,92044638250.28,3.7748,189848287180.4,3.59110684215892,37.36764,4324063473.8,2.2812,552144.84,1.04438994612952e-05,0.0127845978634143,0.10872,1896070035165.36,35.8607789951066,1680.6041812572,5079261.8432208,0.910633,0.160396,0.474189,1.6686,3373031932,4.9745,0.0321104,4.80557,5.08932,3373031932,4.525,0.773055,2.39392,8.07538,3373031932,1535.8,0.42661,7631.48,2.11986,18.12164763184,0.85243060368
"j12","INT","GCC7","G1GC","par-mnemonics","functional",1.2418,917795328995.48,0.6176,127335679147.96,13.8740852890584,127.55648,24588942111.36,19.3096,451622469525.4,49.2073288902423,452.40484,25408814072.08,5.6256,37410592064,4.07613338269666,37.46808,154191482.12,0.412,351963.16,3.83488949672092e-05,0.229756604298281,0.35252,301426588258.12,32.8424524380026,803.90942670436,998312.95047824,0.703358,0.0608629,0.498871,1.4518,1587066417,5.0157,0.0124458,4.85438,5.0791,1587066417,3.52726,0.297672,2.51908,7.08548,1587066417,558.138,0.155038,2798.99,0.777499,25.45048667904,0.1543684896
"j12","INT","GCC7","G1GC","philosophers","scala",3.09476,1299230800137.2,0.628,197018160539.6,15.1641709883823,140.1126,25503862789.56,12.944,578251273868.44,44.5071091900974,411.2338,32271393256.4,5.5796,79669162112.44,6.1317371361229,56.63624,2243278677.76,2.8172,208456.72,1.60437790490596e-05,0.00929483908883147,0.1482,444292203616.72,34.1969826853975,454.39598427176,1406253.29419352,0.921618,0.124518,0.503874,1.62657,900373524,4.97111,0.025508,4.81238,5.07797,900373524,4.5785,0.599122,2.54318,7.88122,900373524,414.9,0.11525,2061.18,0.572549,22.9452011048,1.59555615328
"j12","INT","GCC7","G1GC","reactors","concurrency",2.2136,3832464112242.28,0.6368,505619356124.28,13.1930312955275,124.43452,84770083547.84,16.764,1782452712988.08,46.5089408292697,438.66664,84239854459.52,4.7268,171071409506.6,4.4638101862235,42.09288,6104507104.64,3.5684,591651.72,1.54394130312628e-05,0.00971718729130286,0.14556,1373320633623.32,35.8342176889793,1835.6701188922,4063681.3124614,0.820663,0.160013,0.502206,1.68094,3723992566,4.9903,0.0325043,4.79876,5.07797,3723992566,4.09035,0.770652,2.5348,8.11984,3723992566,1528.07,0.424465,7616.22,2.11562,20.73489473952,1.50204232992
"j12","INT","GCC7","G1GC","rx-scrabble","functional",1.0762,103131700530.52,0.6856,15318865102.68,14.8536904519218,150.28944,2274905675.16,14.8492,50224128433.44,48.6990133280409,492.73056,1797336148.04,3.5792,2767994089.96,2.68393546617999,27.14988,42039097.2,1.5204,57526.36,5.57795237730538e-05,0.136983539461646,0.56432,34820712904.44,33.7633607538573,94.7174409556,101936.40176648,0.689407,0.0629527,0.516882,1.65392,189033833,5.01688,0.0130326,4.80784,5.07797,189033833,3.45803,0.306156,2.60653,8.00435,189033833,65.1606,0.0181002,326.842,0.0907895,17.63581220352,0.41278677552
"j12","INT","GCC7","G1GC","scala-doku","scala",1.00344,941974361585.6,0.9956,109563862189.72,11.6312988314458,171.71044,6438991297.68,5.8776,394887277742.44,41.9212317412744,618.82236,8125487668.52,2.0572,11726407086.96,1.24487570936555,18.29496,472439550.68,4.2272,347652.24,3.69067628613e-05,0.0750350698592502,0.54488,425796814566.48,45.2025937179142,636.4747749852,638562.11577672,0.690582,0.0422467,0.504208,1.35974,1195790456,5.0166,0.00906916,4.86913,5.08364,1195790456,3.46417,0.207672,2.54433,6.65769,1195790456,412.896,0.114693,2071.21,0.575336,12.73041358992,0.77336454912
"j12","INT","GCC7","G1GC","scala-kmeans","scala",1.00276,226484424566.44,0.9732,35376824642.08,15.6199801119543,225.81296,2009774443.84,5.6808,91749613447.84,40.5103482592253,585.64256,2393306791.12,2.608,3713886559.36,1.63979946822623,23.68472,27069575.72,0.7356,45699.96,2.01779721294066e-05,0.168934643245307,0.29184,95644099917.16,42.2298721605942,156.242515713,156686.59337944,0.687524,0.042735,0.530557,1.35574,316243200,5.01722,0.00915893,4.86913,5.07797,316243200,3.44925,0.210003,2.67669,6.63972,316243200,108.712,0.0301979,545.401,0.1515,15.2735579648,0.17422480032
"j12","INT","GCC7","G1GC","scala-stm-bench7","scala",1.34568,247473360220.8,0.7,36420973094.72,14.7171336408736,152.46272,4202983860.36,11.54,108720527151.96,43.9322221144561,455.11612,5717570767.44,5.2584,10710198891.92,4.32782626699243,44.82276,138406363.76,1.294,110450.72,4.46313397701558e-05,0.0799168990324228,0.46236,91621661082.2,37.0228179776779,177.53309081356,238899.54803444,0.726164,0.114443,0.52989,1.6209,355196456,5.00935,0.0232436,4.81465,5.0791,355196456,3.63513,0.552164,2.67032,7.85257,355196456,128.965,0.0358237,645.593,0.179331,23.93182605408,0.5800065144
"j12","INT","GCC7","G1GC","scrabble","functional",2.54164,295239481609.96,0.6528,42432916027,14.3723500453521,138.69732,6542007099.04,15.416,141768572777.56,48.0181117466937,463.3942,6875118119.6,4.8476,14007707402.92,4.74446917428369,45.75332,113873798.4,0.8156,164519.72,5.57305163096415e-05,0.144397321667063,0.53808,97030285402.48,32.8650690336705,120.61154461348,305966.5179444,0.856648,0.139359,0.511546,1.62424,236878303,4.98274,0.0282834,4.81579,5.07797,236878303,4.26471,0.671499,2.58246,7.86622,236878303,101.461,0.0281835,505.109,0.140308,22.4634972392,0.37316407792
"j12","INT","GCC7","PGC","akka-uct","concurrency",3.8565,5294755431077.4,0.802333333333333,727121689194.1,13.732855145016,162.4598,72343803084.1,9.949,2469761853321.67,46.6453650812212,551.815233333333,61103428045.8667,2.47333333333333,123333318287.333,2.32928287860419,27.5393666666667,5040191352.86667,4.103,595786.733333333,1.12523963071126e-05,0.0118545731596571,0.133066666666667,1974538570274.3,37.2924968951586,1160.71019241123,4476164.43658643,1.02,0.0986562,0.503207,1.6666,2304349531,4.94977,0.0202754,4.80103,5.08251,2304349531,5.04696,0.47415,2.54099,8.05896,2304349531,1175.21,0.326448,5814.98,1.61527,13.6482301044444,1.12994021433333
"j12","INT","GCC7","PGC","chi-square","apache",1.29083333333333,1398151412743.27,0.667666666666667,191652024838.167,13.7075289239342,136.189866666667,31761998315.9667,16.5726666666667,653442144584.267,46.736148663556,464.3491,32603265544.7333,4.99,49129847190.9333,3.51391053069321,34.8939666666667,412536765.066667,0.839666666666667,254186.1,1.8180162140884e-05,0.0621037264034105,0.1806,503927396129.9,36.0424118818167,1090.219824152,1407304.27624157,0.713319,0.0666018,0.47519,1.46881,2177794037,5.01196,0.0137794,4.8453,5.08705,2177794037,3.57439,0.325064,2.39951,7.16348,2177794037,776.731,0.215759,3892.14,1.08115,23.17102009,0.292993006777778
"j12","INT","GCC7","PGC","dec-tree","apache",2.34506666666667,1128941720301.63,0.675333333333333,157148372464,13.9199714587532,139.516733333333,21975524906.1667,13.984,528738177892.933,46.8348482979514,469.4199,22751753896.7333,4.30333333333333,47539853777.1,4.21102043274951,42.1949,446630372.666667,0.940666666666667,233558.666666667,2.06883204135753e-05,0.0522998455218016,0.207333333333333,395515316167.6,35.034159810546,480.409610211767,1126415.04696243,0.830907,0.111473,0.480193,1.64758,946825383,4.98801,0.0227753,4.80557,5.08705,946825383,4.14223,0.538925,2.42532,7.97368,946825383,393.362,0.109267,1960.98,0.544718,20.20070303,0.396913359333333
"j12","INT","GCC7","PGC","dotty","scala",1.002,358552257638.867,0.679,52005183896.6333,14.5042159504365,145.523933333333,6696927549.6,12.8766666666667,164108394906.567,45.7697369369078,459.218333333333,6985902597.86667,4.257,12793276809.0667,3.56803531371796,35.7949666666667,837385402,6.55133333333333,159646.033333333,4.45251798580296e-05,0.0190745435102299,0.446733333333333,129645402026.6,36.1580117989377,356.5880937884,357371.3274717,0.684221,0.0436341,0.497537,1.38809,709055084,5.01743,0.00935043,4.86913,5.08137,709055084,3.4328,0.214231,2.50954,6.78383,709055084,242.575,0.067382,1217.02,0.338062,19.54892445,2.34504758288889
"j12","INT","GCC7","PGC","finagle-chirper","web",3.48313333333333,1017449156143.77,0.679666666666667,139731100485.667,13.7334688612967,135.498533333333,17032165386.1,12.1903333333333,446411494355.367,43.8755517345096,432.891,16845510108.8,3.77366666666667,37241777442.6333,3.66029574702188,36.1021666666667,4180622408.03333,11.253,156486.366666667,1.53802569364347e-05,0.00374351102534306,0.1519,394064783860.1,38.7306836571718,296.086696925233,1031278.19188297,0.970569,0.120272,0.453843,1.65159,589025515,4.95955,0.0245911,4.80557,5.08932,589025515,4.81084,0.578119,2.29327,7.98743,589025515,285.845,0.0794014,1416.85,0.393571,16.33586337,4.062576815
"j12","INT","GCC7","PGC","finagle-http","web",3.50493333333333,526962185910.967,0.557,71723365435.4333,13.6107178783167,108.161233333333,10605959238.3,14.787,243227241742.3,46.1564784590412,366.794366666667,9771286284.16667,4.01766666666667,24731554569.5,4.69321310113915,37.2923,2970815931.1,12.0336666666667,152364.533333333,2.89137659067005e-05,0.00515474249393521,0.229766666666667,187280024163.733,35.539590561503,189.2174137372,663128.4042295,0.950401,0.115721,0.454844,1.64458,381986196,4.96334,0.0237775,4.80671,5.08932,381986196,4.71462,0.556901,2.29729,7.95456,381986196,181.52,0.0504222,900.459,0.250128,14.7365750047778,4.48763107433333
"j12","INT","GCC7","PGC","fj-kmeans","concurrency",3.7967,2838953947083.7,1.073,352304460402.233,12.4096574049557,198.4928,18801095123.3,5.33633333333333,1300697339228.13,45.8160773898341,732.826066666667,11705755648.8,0.9,22410313728.1,0.789387342129731,12.5599333333333,780147038.333333,3.736,188215.1,6.62973386652458e-06,0.0241399545791692,0.106,1163541833725.23,40.9848778630805,467.693469892733,1775699.8558113,0.916882,0.181841,0.489198,1.74198,1214389753,4.97022,0.0368501,4.78855,5.08251,1214389753,4.55061,0.872631,2.46803,8.39887,1214389753,556.726,0.154646,2763.1,0.767529,6.5954346,0.469239109333333
"j12","INT","GCC7","PGC","future-genetic","functional",1.9819,330829251159.133,0.807333333333333,41843219219.3333,12.6479880308313,149.682333333333,4269348438.43333,10.2023333333333,147830158724.633,44.6847819508339,528.822766666667,5921795748.26667,4.00533333333333,11195943696.5667,3.38415370868009,40.0113333333333,273654588.633333,2.45833333333333,141633.933333333,4.28118746167996e-05,0.0517923848177157,0.506766666666667,129959929518.6,39.2830763096547,141.071399576233,279589.797435233,0.800774,0.0552377,0.504541,1.58888,283064467,4.99392,0.0118037,4.82033,5.08024,283064467,3.99853,0.268441,2.54544,7.70114,283064467,113.335,0.031482,565.921,0.1572,21.1811145475556,0.983611944444445
"j12","INT","GCC7","PGC","gauss-mix","apache",1.88686666666667,2066336999620.17,0.836666666666667,242473876811.367,11.7344785750134,146.093766666667,28820048082.3,11.8853333333333,914579534080.067,44.2609084694304,551.058933333333,20735495030.3667,2.26666666666667,40219831851.4667,1.94642770740071,24.1686333333333,410881581.8,1.046,196160,9.49312717700237e-06,0.0479626090465357,0.1182,869063756877.267,42.0581852481555,879.854408836933,1660062.54680367,0.779387,0.0556812,0.473856,1.48615,1717926838,4.99855,0.0117211,4.84076,5.08478,1717926838,3.89534,0.271597,2.38955,7.23626,1717926838,669.465,0.185963,3345.96,0.929433,12.4906691555556,0.252803904666667
"j12","INT","GCC7","PGC","log-regression","apache",1.7535,1013740536185.13,0.853333333333333,155284347347.5,15.3179576521974,193.0946,10713900963.7333,6.89966666666667,463491339700.067,45.7209048796643,576.3467,10500499979.1667,2.26566666666667,23168903950.6333,2.28547718638585,28.8015666666667,390700923.3,1.691,373845.533333333,3.68778318234771e-05,0.0957075695260105,0.464966666666667,371795945186.933,36.6756602817525,458.733455344267,804238.369865467,0.767534,0.0739309,0.475857,1.55419,922427199,5.00107,0.0152872,4.83281,5.08591,922427199,3.83755,0.360256,2.40342,7.54816,922427199,353.997,0.0983325,1769.93,0.491647,13.0580950663333,0.487034492333333
"j12","INT","GCC7","PGC","mnemonics","functional",1.00096666666667,912686247263.433,0.625666666666667,125764806605.033,13.7796327818743,128.446033333333,24703861271.2333,19.6423333333333,450875446702.433,49.4009254647017,460.487233333333,25547936439.8667,5.66533333333333,29673296966.3667,3.25120609458428,30.2977666666667,93082898.7666667,0.313666666666667,196391.166666667,2.15179274460695e-05,0.21150441824696,0.200633333333333,306372696989.6,33.5682356588397,978.034492179433,979198.740476667,0.681493,0.0422438,0.499538,1.37441,1976951177,5.01865,0.00903393,4.86913,5.07797,1976951177,3.41997,0.207716,2.52076,6.72652,1976951177,673.64,0.187122,3380.56,0.939045,26.0881367257778,0.0950339947777778
"j12","INT","GCC7","PGC","movie-lens","apache",3.00666666666667,2809866144340.9,0.66,427685159757.6,15.2208368764174,149.319133333333,69748148449.5,16.3076666666667,1393287582759.1,49.5855469737746,486.4426,32616530141.1,2.34133333333333,63163656988.4,2.2479215731323,22.0471666666667,1418704434.2,2.25166666666667,234037.466666667,8.32915187247214e-06,0.0164969150764636,0.0817333333333333,925729744835.8,32.9456945766757,952.7889215483,2864332.68300557,0.893878,0.148707,0.477191,1.63991,1938990035,4.97612,0.0300389,4.80898,5.08705,1938990035,4.44378,0.716936,2.41125,7.9394,1938990035,866.61,0.240725,4308.22,1.19673,11.3892427413333,0.496428702777778
"j12","INT","GCC7","PGC","naive-bayes","apache",3.30176666666667,10248545112159.2,0.749,1498914485214.87,14.6256312123497,163.098133333333,156677619556.7,10.4523333333333,4705981510865.7,45.9185314180551,512.063166666667,157612350864.333,3.34966666666667,365875678428.3,3.57003357391581,39.7908,1612369621.43333,0.441,718789.966666667,7.01358118350206e-06,0.0447175884859119,0.0782666666666667,3677773437650.37,35.8858037956794,2783.8052225239,9191073.15367487,0.942116,0.157035,0.471521,1.6786,5620388460,4.96668,0.0318122,4.8033,5.08818,5620388460,4.6744,0.756506,2.38099,8.11515,5620388460,2647.53,0.735424,13136,3.64888,17.1524092061111,0.175477428
"j12","INT","GCC7","PGC","neo4j-analytics","database",1.54012,6385239022706.96,0.7156,886371560753.8,13.8815716855272,147.44172,114533320781.48,12.9204,2859706477509.2,44.7857932074547,475.6906,115458575981.04,4.036,200491037788.36,3.13959331738138,33.33428,9715136570.8,4.8576,842984.72,1.32048807329504e-05,0.0086862893276742,0.14024,2438669946655.6,38.1930417896367,3903.38886795076,6011982.64920624,0.742702,0.103997,0.473522,1.84471,8034466940,5.00736,0.0209585,4.77152,5.08932,8034466940,3.71698,0.503399,2.39056,8.86487,8034466940,2983.61,0.82878,14932,4.14777,19.198872616,1.61924598528
"j12","INT","GCC7","PGC","page-rank","apache",2.96296,4888602303485.68,0.678,700652176611.28,14.3323481801955,144.52524,98261446804.68,14.0232,2265354587278.04,46.3395119760133,467.28168,88931190775.32,3.9248,179801548942.56,3.67797926609973,37.08116,2499570806.48,1.3904,630739.2,1.29021196217939e-05,0.0252520950036849,0.13012,1742793990653.8,35.6501605776914,1636.29045229548,4848112.83787364,0.897587,0.163201,0.475523,1.72897,3263028853,4.97691,0.0326519,4.79082,5.08705,3263028853,4.46208,0.786842,2.40066,8.34596,3263028853,1464.43,0.406785,7279.96,2.02221,18.33987137664,0.51557644864
"j12","INT","GCC7","PGC","par-mnemonics","functional",1.23992,911486623993.16,0.6144,125489485164.24,13.7675592177815,126.11336,24718038596.36,19.6976,450678389758.12,49.4443211330598,452.91796,25395672384.76,5.634,37589049446.12,4.12392956743865,37.7656,121044804.36,0.3228,212841.72,2.33510533384729e-05,0.176029751403461,0.21388,297729699624.68,32.6641900817201,802.561723273,995114.13934028,0.703425,0.0600896,0.526888,1.45913,1584812885,5.01584,0.0123375,4.85211,5.08024,1584812885,3.5277,0.293916,2.65698,7.12301,1584812885,557.398,0.154833,2795.38,0.776493,25.5173978664,0.1219073568
"j12","INT","GCC7","PGC","philosophers","scala",3.09332,1296178759271.16,0.6312,195752759099.24,15.1022596946913,140.05204,25594322025.04,13.0744,577519997439.68,44.5554439685721,413.18804,32107657876.4,5.5592,77518562052.56,5.9801622063111,55.43676,2190490407.2,2.828,146200.76,1.12797099847373e-05,0.00669459904263739,0.10464,445387440679.68,34.3621341304255,451.87981101976,1397855.66370708,0.915145,0.124417,0.503207,1.6706,933929289,4.9732,0.0253716,4.80671,5.08478,933929289,4.54825,0.599059,2.54042,8.07615,933929289,427.341,0.118706,2123.87,0.589965,22.96994951968,1.5677515728
"j12","INT","GCC7","PGC","reactors","concurrency",2.18308,3743928369680.84,0.6364,490173377178.24,13.092522386533,123.8184,82027003854,16.7332,1741208284565.6,46.5073186150303,439.83144,83661077646.32,4.8052,166974439980.76,4.46009643105066,42.1674,5405211245.72,3.2404,482604.44,1.2891749582068e-05,0.00895362511287993,0.12188,1345572267956.24,35.9400625673861,1813.51122552816,3959040.2518852,0.815529,0.160426,0.500872,1.63257,3597635757,4.99054,0.0327909,4.80784,5.08137,3597635757,4.06487,0.772281,2.52693,7.90176,3597635757,1466.99,0.407497,7311.96,2.0311,21.13478035488,1.3663924296
"j12","INT","GCC7","PGC","rx-scrabble","functional",1.0698,102226264536.76,0.6896,15084022496.4,14.7555262089268,149.30956,2210638996.56,14.6556,49667746175,48.5861014610986,491.63856,1838507540.48,3.702,2867517783.08,2.8050731651725,28.37676,36044940.16,1.2588,103622.36,0.000101365716107766,0.288035877048675,0.001,34606978082.28,33.8532991648021,94.43323337256,101027.93445484,0.688782,0.0596643,0.537895,1.3037,187774468,5.0169,0.012393,4.88389,5.07229,187774468,3.455,0.290501,2.70761,6.39626,187774468,64.6678,0.0179633,324.38,0.0901056,18.2004594912,0.35720665488
"j12","INT","GCC7","PGC","scala-doku","scala",1.00196,940690295048.56,0.9868,109395607544.56,11.6292917793205,170.77496,6451661139.88,5.8956,395179518287.56,42.0095288425917,616.88844,8765402338.6,2.2188,12137764956.64,1.29030485647895,18.89236,445109373.24,3.8728,153902.28,1.63605682789607e-05,0.0355236497546975,0.24024,423977404259.8,45.0708745216089,639.69728947332,640903.4895138,0.689252,0.0420366,0.529557,1.36641,1326477698,5.01691,0.00902745,4.87027,5.0757,1326477698,3.45772,0.206646,2.66972,6.68269,1326477698,457.139,0.126983,2293.29,0.637026,13.68752070672,0.73166331808
"j12","INT","GCC7","PGC","scala-kmeans","scala",1.00352,226546625431.72,0.994,35283629383.56,15.5745551255517,230.03412,1735981113.72,4.92,91089954053.12,40.2080321054184,593.8614,2444669786.04,2.6852,3651988062.04,1.6120310852326,23.77484,24563572.52,0.6812,54127.84,2.38925820550814e-05,0.220569333089932,0.353,96521053933,42.6053816837972,152.888176049,153420.82658644,0.689892,0.0433034,0.533226,1.34907,311975657,5.01678,0.00928761,4.87367,5.07456,311975657,3.46082,0.212655,2.68713,6.60552,311975657,107.615,0.029893,539.845,0.149957,15.9463663128,0.16195421008
"j12","INT","GCC7","PGC","scala-stm-bench7","scala",1.32932,241435204350.88,0.6896,35286463519.68,14.6152967224793,148.66516,4270156525.36,12.102,106526708107.24,44.1222832567516,448.803,5711422909.08,5.3604,10601173349.08,4.39090036777204,44.65372,121262244.92,1.1448,188235.96,7.79654163139098e-05,0.156398135751608,0.79304,89020859374.88,36.871519652997,178.55642137312,237368.71690728,0.723033,0.112653,0.527556,1.63358,352859954,5.01008,0.0228351,4.81238,5.07797,352859954,3.62007,0.543738,2.65915,7.90959,352859954,127.565,0.0354346,638.688,0.177413,24.057636012,0.51119578656
"j12","INT","GCC7","PGC","scrabble","functional",2.58052,293019904316.76,0.6504,41835741827.4,14.2774442933885,137.1268,6561766218.52,15.6828,140762423545.48,48.0385296793761,461.38028,6740097599.04,4.7868,13928603407.24,4.75347086602029,45.61976,100751119.64,0.724,185343.72,6.32529542852625e-05,0.185691456689203,0.60744,96493135536.64,32.9305551612151,118.631497602,305140.01214668,0.891396,0.16642,0.532225,1.62757,214483183,4.97567,0.0337859,4.81125,5.0757,214483183,4.42987,0.801116,2.68256,7.88052,214483183,95.5948,0.0265541,475.067,0.131963,22.08535124304,0.3302870624
"j12","INT","GCC7","SGC","akka-uct","concurrency",3.7774,5268420074007.4,0.801,721882258405.733,13.7020661784069,162.112266666667,72032491541.4333,9.97933333333333,2455746176242.63,46.6125040725284,551.478866666667,60837576817.4333,2.47666666666667,123782657703.433,2.34954134637229,27.7872666666667,5375864317.06667,4.347,480431.933333333,9.11911812262998e-06,0.00900405817130378,0.107833333333333,1967008981655.6,37.3358884026923,1178.94554915273,4453464.28888367,1.01153,0.105441,0.465851,1.6796,2341981749,4.95171,0.0215995,4.8033,5.08591,2341981749,5.00674,0.506951,2.3513,8.1156,2341981749,1184.49,0.329026,5862.85,1.62857,13.6582932644444,1.207912482
